Feature,Importance
cat__ChargerID_1067,0.0
cat__ChargerID_1066,0.0
cat__ChargerID_1065,0.0
cat__ChargerID_1064,0.0
cat__ChargerID_1063,0.0
cat__ChargerID_1062,0.0
cat__ChargerID_1061,0.0
cat__ChargerID_1060,0.0
cat__ChargerID_1059,0.0
cat__ChargerID_1058,0.0
cat__ChargerID_1057,0.0
cat__ChargerID_1089,0.0
cat__ChargerID_1088,0.0
cat__ChargerID_1087,0.0
cat__ChargerID_1085,0.0
cat__ChargerID_1084,0.0
cat__ChargerID_1083,0.0
cat__ChargerID_1082,0.0
cat__ChargerID_1081,0.0
cat__ChargerID_1080,0.0
cat__ChargerID_1079,0.0
cat__ChargerID_1078,0.0
cat__ChargerID_1077,0.0
cat__ChargerID_1076,0.0
cat__ChargerID_1075,0.0
cat__ChargerID_1074,0.0
cat__ChargerID_1073,0.0
cat__ChargerID_1108,0.0
cat__ChargerID_1106,0.0
cat__ChargerID_1105,0.0
cat__ChargerID_1104,0.0
cat__ChargerID_1103,0.0
cat__ChargerID_1101,0.0
cat__ChargerID_1100,0.0
cat__ChargerID_1098,0.0
cat__ChargerID_1097,0.0
cat__ChargerID_1096,0.0
cat__ChargerID_1095,0.0
cat__ChargerID_1094,0.0
cat__ChargerID_1093,0.0
cat__ChargerID_1092,0.0
cat__ChargerID_1091,0.0
cat__ChargerID_1090,0.0
cat__ChargerID_1126,0.0
cat__ChargerID_1125,0.0
cat__ChargerID_1124,0.0
cat__ChargerID_1122,0.0
cat__ChargerID_1121,0.0
cat__ChargerID_1120,0.0
cat__ChargerID_1119,0.0
cat__ChargerID_1118,0.0
cat__ChargerID_1117,0.0
cat__ChargerID_1116,0.0
cat__ChargerID_1115,0.0
cat__ChargerID_1114,0.0
cat__ChargerID_1112,0.0
cat__ChargerID_1111,0.0
cat__ChargerID_1109,0.0
cat__ChargerID_1142,0.0
cat__ChargerID_1141,0.0
cat__ChargerID_1140,0.0
cat__ChargerID_1139,0.0
cat__ChargerID_1138,0.0
cat__ChargerID_1137,0.0
cat__ChargerID_1136,0.0
cat__ChargerID_1135,0.0
cat__ChargerID_1134,0.0
cat__ChargerID_1133,0.0
cat__ChargerID_1132,0.0
cat__ChargerID_1131,0.0
cat__ChargerID_1130,0.0
cat__ChargerID_1129,0.0
cat__ChargerID_1128,0.0
cat__ChargerID_1127,0.0
cat__ChargerID_1158,0.0
cat__ChargerID_1157,0.0
cat__ChargerID_1156,0.0
cat__ChargerID_1155,0.0
cat__ChargerID_1154,0.0
cat__ChargerID_1153,0.0
cat__ChargerID_1152,0.0
cat__ChargerID_1151,0.0
cat__ChargerID_1150,0.0
cat__ChargerID_1149,0.0
cat__ChargerID_1148,0.0
cat__ChargerID_1147,0.0
cat__ChargerID_1146,0.0
cat__ChargerID_1145,0.0
cat__ChargerID_1144,0.0
cat__ChargerID_1143,0.0
cat__ChargerID_1175,0.0
cat__ChargerID_1174,0.0
cat__ChargerID_1173,0.0
cat__ChargerID_1172,0.0
cat__ChargerID_1171,0.0
cat__ChargerID_1170,0.0
cat__ChargerID_1169,0.0
cat__ChargerID_1168,0.0
cat__ChargerID_1167,0.0
cat__ChargerID_1166,0.0
cat__ChargerID_1164,0.0
cat__ChargerID_1162,0.0
cat__ChargerID_1161,0.0
cat__ChargerID_1160,0.0
cat__ChargerID_1159,0.0
cat__ChargerID_1194,0.0
cat__ChargerID_1193,0.0
cat__ChargerID_1192,0.0
cat__ChargerID_1190,0.0
cat__ChargerID_1189,0.0
cat__ChargerID_1188,0.0
cat__ChargerID_1187,0.0
cat__ChargerID_1186,0.0
cat__ChargerID_1183,0.0
cat__ChargerID_1182,0.0
cat__ChargerID_1181,0.0
cat__ChargerID_1180,0.0
cat__ChargerID_1179,0.0
cat__ChargerID_1178,0.0
cat__ChargerID_1177,0.0
cat__ChargerID_1176,0.0
cat__ChargerID_1212,0.0
cat__ChargerID_1211,0.0
cat__ChargerID_1210,0.0
cat__ChargerID_1209,0.0
cat__ChargerID_1208,0.0
cat__ChargerID_1206,0.0
cat__ChargerID_1205,0.0
cat__ChargerID_1204,0.0
cat__ChargerID_1203,0.0
cat__ChargerID_1202,0.0
cat__ChargerID_1201,0.0
cat__ChargerID_1200,0.0
cat__ChargerID_1199,0.0
cat__ChargerID_1198,0.0
cat__ChargerID_1197,0.0
cat__ChargerID_1195,0.0
cat__ChargerID_1229,0.0
cat__ChargerID_1228,0.0
cat__ChargerID_1227,0.0
cat__ChargerID_1226,0.0
cat__ChargerID_1225,0.0
cat__ChargerID_1224,0.0
cat__ChargerID_1223,0.0
cat__ChargerID_1222,0.0
cat__ChargerID_1220,0.0
cat__ChargerID_1219,0.0
cat__ChargerID_1218,0.0
cat__ChargerID_1217,0.0
cat__ChargerID_1216,0.0
cat__ChargerID_1215,0.0
cat__ChargerID_1214,0.0
cat__ChargerID_1213,0.0
cat__ChargerID_1246,0.0
cat__ChargerID_1245,0.0
cat__ChargerID_1244,0.0
cat__ChargerID_1243,0.0
cat__ChargerID_1242,0.0
cat__ChargerID_1241,0.0
cat__ChargerID_1240,0.0
cat__ChargerID_1239,0.0
cat__ChargerID_1238,0.0
cat__ChargerID_1237,0.0
cat__ChargerID_15,0.0
cat__ChargerID_1235,0.0
cat__ChargerID_1234,0.0
cat__ChargerID_1233,0.0
cat__ChargerID_1231,0.0
cat__ChargerID_1230,0.0
cat__ChargerID_1263,0.0
cat__ChargerID_1261,0.0
cat__ChargerID_1260,0.0
cat__ChargerID_1259,0.0
cat__ChargerID_1258,0.0
cat__ChargerID_1257,0.0
cat__ChargerID_2583,0.0
cat__ChargerID_1255,0.0
cat__ChargerID_1254,0.0
cat__ChargerID_1252,0.0
cat__ChargerID_1251,0.0
cat__ChargerID_1250,0.0
cat__ChargerID_1249,0.0
cat__ChargerID_1248,0.0
cat__ChargerID_1247,0.0
cat__ChargerID_1289,0.0
cat__ChargerID_1288,0.0
cat__ChargerID_1287,0.0
cat__ChargerID_1286,0.0
cat__ChargerID_1285,0.0
cat__ChargerID_1284,0.0
cat__ChargerID_1283,0.0
cat__ChargerID_1282,0.0
cat__ChargerID_1281,0.0
cat__ChargerID_1278,0.0
cat__ChargerID_1277,0.0
cat__ChargerID_1276,0.0
cat__ChargerID_1274,0.0
cat__ChargerID_1268,0.0
cat__ChargerID_1265,0.0
cat__ChargerID_1264,0.0
cat__ChargerID_1306,0.0
cat__ChargerID_1305,0.0
cat__ChargerID_1304,0.0
cat__ChargerID_1303,0.0
cat__ChargerID_1302,0.0
cat__ChargerID_1301,0.0
cat__ChargerID_1300,0.0
cat__ChargerID_1299,0.0
cat__ChargerID_1298,0.0
cat__ChargerID_1297,0.0
cat__ChargerID_1296,0.0
cat__ChargerID_1295,0.0
cat__ChargerID_1294,0.0
cat__ChargerID_1293,0.0
cat__ChargerID_1291,0.0
cat__ChargerID_1290,0.0
cat__ChargerID_1322,0.0
cat__ChargerID_1321,0.0
cat__ChargerID_1320,0.0
cat__ChargerID_1319,0.0
cat__ChargerID_1318,0.0
cat__ChargerID_1317,0.0
cat__ChargerID_1316,0.0
cat__ChargerID_1315,0.0
cat__ChargerID_1314,0.0
cat__ChargerID_1313,0.0
cat__ChargerID_1312,0.0
cat__ChargerID_1311,0.0
cat__ChargerID_1310,0.0
cat__ChargerID_1309,0.0
cat__ChargerID_1308,0.0
cat__ChargerID_1307,0.0
cat__ChargerID_1343,0.0
cat__ChargerID_2584,0.0
cat__ChargerID_1341,0.0
cat__ChargerID_1340,0.0
cat__ChargerID_1338,0.0
cat__ChargerID_1336,0.0
cat__ChargerID_1335,0.0
cat__ChargerID_1334,0.0
cat__ChargerID_1333,0.0
cat__ChargerID_1332,0.0
cat__ChargerID_1331,0.0
cat__ChargerID_1328,0.0
cat__ChargerID_1327,0.0
cat__ChargerID_1326,0.0
cat__ChargerID_1324,0.0
cat__ChargerID_1323,0.0
cat__ChargerID_1363,0.0
cat__ChargerID_1362,0.0
cat__ChargerID_1361,0.0
cat__ChargerID_1360,0.0
cat__ChargerID_1359,0.0
cat__ChargerID_2670,0.0
cat__ChargerID_1357,0.0
cat__ChargerID_1355,0.0
cat__ChargerID_1352,0.0
cat__ChargerID_1350,0.0
cat__ChargerID_1349,0.0
cat__ChargerID_1348,0.0
cat__ChargerID_1347,0.0
cat__ChargerID_1346,0.0
cat__ChargerID_1345,0.0
cat__ChargerID_1344,0.0
cat__ChargerID_1380,0.0
cat__ChargerID_1379,0.0
cat__ChargerID_1378,0.0
cat__ChargerID_1377,0.0
cat__ChargerID_1376,0.0
cat__ChargerID_1375,0.0
cat__ChargerID_1374,0.0
cat__ChargerID_1373,0.0
cat__ChargerID_1372,0.0
cat__ChargerID_1371,0.0
cat__ChargerID_1370,0.0
cat__ChargerID_1369,0.0
cat__ChargerID_1368,0.0
cat__ChargerID_1367,0.0
cat__ChargerID_1366,0.0
cat__ChargerID_1365,0.0
cat__ChargerID_1396,0.0
cat__ChargerID_1395,0.0
cat__ChargerID_1394,0.0
cat__ChargerID_1393,0.0
cat__ChargerID_2671,0.0
cat__ChargerID_1391,0.0
cat__ChargerID_1390,0.0
cat__ChargerID_1389,0.0
cat__ChargerID_1388,0.0
cat__ChargerID_1387,0.0
cat__ChargerID_1386,0.0
cat__ChargerID_1385,0.0
cat__ChargerID_1384,0.0
cat__ChargerID_1383,0.0
cat__ChargerID_1382,0.0
cat__ChargerID_1381,0.0
cat__ChargerID_1412,0.0
cat__ChargerID_1411,0.0
cat__ChargerID_1410,0.0
cat__ChargerID_1409,0.0
cat__ChargerID_1408,0.0
cat__ChargerID_1407,0.0
cat__ChargerID_1406,0.0
cat__ChargerID_1405,0.0
cat__ChargerID_1404,0.0
cat__ChargerID_1403,0.0
cat__ChargerID_1402,0.0
cat__ChargerID_1401,0.0
cat__ChargerID_1400,0.0
cat__ChargerID_1399,0.0
cat__ChargerID_1398,0.0
cat__ChargerID_1397,0.0
cat__ChargerID_1431,0.0
cat__ChargerID_1430,0.0
cat__ChargerID_1429,0.0
cat__ChargerID_1428,0.0
cat__ChargerID_1427,0.0
cat__ChargerID_1424,0.0
cat__ChargerID_1422,0.0
cat__ChargerID_1421,0.0
cat__ChargerID_1420,0.0
cat__ChargerID_1419,0.0
cat__ChargerID_1418,0.0
cat__ChargerID_1417,0.0
cat__ChargerID_1416,0.0
cat__ChargerID_1415,0.0
cat__ChargerID_1414,0.0
cat__ChargerID_1413,0.0
cat__ChargerID_1455,0.0
cat__ChargerID_1454,0.0
cat__ChargerID_1453,0.0
cat__ChargerID_1452,0.0
cat__ChargerID_1451,0.0
cat__ChargerID_1450,0.0
cat__ChargerID_1449,0.0
cat__ChargerID_1448,0.0
cat__ChargerID_1447,0.0
cat__ChargerID_1446,0.0
cat__ChargerID_2649,0.0
cat__ChargerID_1436,0.0
cat__ChargerID_1435,0.0
cat__ChargerID_1434,0.0
cat__ChargerID_1433,0.0
cat__ChargerID_1432,0.0
cat__ChargerID_1472,0.0
cat__ChargerID_1471,0.0
cat__ChargerID_1470,0.0
cat__ChargerID_1469,0.0
cat__ChargerID_1468,0.0
cat__ChargerID_1467,0.0
cat__ChargerID_1466,0.0
cat__ChargerID_1464,0.0
cat__ChargerID_1463,0.0
cat__ChargerID_1462,0.0
cat__ChargerID_1461,0.0
cat__ChargerID_1460,0.0
cat__ChargerID_1459,0.0
cat__ChargerID_1458,0.0
cat__ChargerID_1457,0.0
cat__ChargerID_1456,0.0
cat__ChargerID_1489,0.0
cat__ChargerID_1488,0.0
cat__ChargerID_1487,0.0
cat__ChargerID_2647,0.0
cat__ChargerID_1485,0.0
cat__ChargerID_1484,0.0
cat__ChargerID_1483,0.0
cat__ChargerID_1482,0.0
cat__ChargerID_1481,0.0
cat__ChargerID_1480,0.0
cat__ChargerID_1479,0.0
cat__ChargerID_1478,0.0
cat__ChargerID_1477,0.0
cat__ChargerID_1475,0.0
cat__ChargerID_1474,0.0
cat__ChargerID_1473,0.0
cat__ChargerID_1510,0.0
cat__ChargerID_1507,0.0
cat__ChargerID_1506,0.0
cat__ChargerID_1505,0.0
cat__ChargerID_1504,0.0
cat__ChargerID_1503,0.0
cat__ChargerID_1502,0.0
cat__ChargerID_1501,0.0
cat__ChargerID_1500,0.0
cat__ChargerID_1499,0.0
cat__ChargerID_1498,0.0
cat__ChargerID_1497,0.0
cat__ChargerID_1496,0.0
cat__ChargerID_1495,0.0
cat__ChargerID_1491,0.0
cat__ChargerID_1490,0.0
cat__ChargerID_2630,0.0
cat__ChargerID_1536,0.0
cat__ChargerID_1533,0.0
cat__ChargerID_1532,0.0
cat__ChargerID_1526,0.0
cat__ChargerID_1525,0.0
cat__ChargerID_1524,0.0
cat__ChargerID_1523,0.0
cat__ChargerID_1521,0.0
cat__ChargerID_1517,0.0
cat__ChargerID_1516,0.0
cat__ChargerID_1515,0.0
cat__ChargerID_1514,0.0
cat__ChargerID_1513,0.0
cat__ChargerID_1512,0.0
cat__ChargerID_1511,0.0
cat__ChargerID_1561,0.0
cat__ChargerID_1560,0.0
cat__ChargerID_1557,0.0
cat__ChargerID_1556,0.0
cat__ChargerID_1555,0.0
cat__ChargerID_1553,0.0
cat__ChargerID_1551,0.0
cat__ChargerID_1550,0.0
cat__ChargerID_1549,0.0
cat__ChargerID_1548,0.0
cat__ChargerID_1547,0.0
cat__ChargerID_1546,0.0
cat__ChargerID_1545,0.0
cat__ChargerID_1541,0.0
cat__ChargerID_1540,0.0
cat__ChargerID_1539,0.0
cat__ChargerID_1583,0.0
cat__ChargerID_1582,0.0
cat__ChargerID_1581,0.0
cat__ChargerID_1580,0.0
cat__ChargerID_1579,0.0
cat__ChargerID_1578,0.0
cat__ChargerID_1577,0.0
cat__ChargerID_1576,0.0
cat__ChargerID_1575,0.0
cat__ChargerID_1574,0.0
cat__ChargerID_1573,0.0
cat__ChargerID_1572,0.0
cat__ChargerID_1570,0.0
cat__ChargerID_1568,0.0
cat__ChargerID_1566,0.0
cat__ChargerID_1563,0.0
cat__ChargerID_1601,0.0
cat__ChargerID_1599,0.0
cat__ChargerID_1598,0.0
cat__ChargerID_1597,0.0
cat__ChargerID_1595,0.0
cat__ChargerID_1594,0.0
cat__ChargerID_1593,0.0
cat__ChargerID_1592,0.0
cat__ChargerID_1591,0.0
cat__ChargerID_1590,0.0
cat__ChargerID_1589,0.0
cat__ChargerID_1588,0.0
cat__ChargerID_1587,0.0
cat__ChargerID_1586,0.0
cat__ChargerID_1585,0.0
cat__ChargerID_1584,0.0
cat__ChargerID_1621,0.0
cat__ChargerID_1620,0.0
cat__ChargerID_1617,0.0
cat__ChargerID_1616,0.0
cat__ChargerID_1615,0.0
cat__ChargerID_1613,0.0
cat__ChargerID_1612,0.0
cat__ChargerID_1611,0.0
cat__ChargerID_1610,0.0
cat__ChargerID_1609,0.0
cat__ChargerID_1608,0.0
cat__ChargerID_1606,0.0
cat__ChargerID_1605,0.0
cat__ChargerID_1604,0.0
cat__ChargerID_2629,0.0
cat__ChargerID_1602,0.0
cat__ChargerID_1642,0.0
cat__ChargerID_1641,0.0
cat__ChargerID_1640,0.0
cat__ChargerID_1639,0.0
cat__ChargerID_1638,0.0
cat__ChargerID_1637,0.0
cat__ChargerID_1636,0.0
cat__ChargerID_1635,0.0
cat__ChargerID_1634,0.0
cat__ChargerID_1633,0.0
cat__ChargerID_1631,0.0
cat__ChargerID_1629,0.0
cat__ChargerID_1626,0.0
cat__ChargerID_1625,0.0
cat__ChargerID_1624,0.0
cat__ChargerID_1623,0.0
cat__ChargerID_1665,0.0
cat__ChargerID_1662,0.0
cat__ChargerID_1661,0.0
cat__ChargerID_1660,0.0
cat__ChargerID_1659,0.0
cat__ChargerID_1657,0.0
cat__ChargerID_1655,0.0
cat__ChargerID_1652,0.0
cat__ChargerID_1651,0.0
cat__ChargerID_1650,0.0
cat__ChargerID_1649,0.0
cat__ChargerID_1648,0.0
cat__ChargerID_1646,0.0
cat__ChargerID_1645,0.0
cat__ChargerID_1644,0.0
cat__ChargerID_1643,0.0
cat__ChargerID_1697,0.0
cat__ChargerID_1695,0.0
cat__ChargerID_1694,0.0
cat__ChargerID_1693,0.0
cat__ChargerID_1692,0.0
cat__ChargerID_1691,0.0
cat__ChargerID_1689,0.0
cat__ChargerID_1688,0.0
cat__ChargerID_1680,0.0
cat__ChargerID_1677,0.0
cat__ChargerID_1674,0.0
cat__ChargerID_1673,0.0
cat__ChargerID_1672,0.0
cat__ChargerID_1671,0.0
cat__ChargerID_1667,0.0
cat__ChargerID_1666,0.0
cat__ChargerID_1714,0.0
cat__ChargerID_1713,0.0
cat__ChargerID_1712,0.0
cat__ChargerID_1711,0.0
cat__ChargerID_1710,0.0
cat__ChargerID_1709,0.0
cat__ChargerID_1708,0.0
cat__ChargerID_1707,0.0
cat__ChargerID_1706,0.0
cat__ChargerID_1705,0.0
cat__ChargerID_1703,0.0
cat__ChargerID_1702,0.0
cat__ChargerID_1701,0.0
cat__ChargerID_1700,0.0
cat__ChargerID_1699,0.0
cat__ChargerID_1698,0.0
cat__ChargerID_1733,0.0
cat__ChargerID_1732,0.0
cat__ChargerID_1731,0.0
cat__ChargerID_1730,0.0
cat__ChargerID_1729,0.0
cat__ChargerID_1728,0.0
cat__ChargerID_1727,0.0
cat__ChargerID_1726,0.0
cat__ChargerID_1725,0.0
cat__ChargerID_1724,0.0
cat__ChargerID_1722,0.0
cat__ChargerID_1719,0.0
cat__ChargerID_1718,0.0
cat__ChargerID_1717,0.0
cat__ChargerID_2621,0.0
cat__ChargerID_1715,0.0
cat__Location_bus garage,0.0
cat__Location_accommodation,0.0
cat__ChargerID_1747,0.0
cat__ChargerID_1746,0.0
cat__ChargerID_1745,0.0
cat__ChargerID_1744,0.0
cat__ChargerID_1743,0.0
cat__ChargerID_1742,0.0
cat__ChargerID_1741,0.0
cat__ChargerID_1740,0.0
cat__ChargerID_1739,0.0
cat__ChargerID_1738,0.0
cat__ChargerID_1737,0.0
cat__ChargerID_1736,0.0
cat__ChargerID_1735,0.0
cat__ChargerID_1734,0.0
cat__ChargerID_1768,0.0
cat__ChargerID_1767,0.0
cat__ChargerID_1766,0.0
cat__ChargerID_1765,0.0
cat__ChargerID_1764,0.0
cat__ChargerID_1763,0.0
cat__ChargerID_1762,0.0
cat__ChargerID_1760,0.0
cat__ChargerID_1759,0.0
cat__ChargerID_1757,0.0
cat__ChargerID_1755,0.0
cat__ChargerID_1754,0.0
cat__ChargerID_1753,0.0
cat__ChargerID_1752,0.0
cat__ChargerID_1751,0.0
cat__ChargerID_1750,0.0
cat__ChargerID_1800,0.0
cat__ChargerID_1797,0.0
cat__ChargerID_1794,0.0
cat__ChargerID_1793,0.0
cat__ChargerID_1791,0.0
cat__ChargerID_1790,0.0
cat__ChargerID_1789,0.0
cat__ChargerID_1788,0.0
cat__ChargerID_1787,0.0
cat__ChargerID_1786,0.0
cat__ChargerID_1785,0.0
cat__ChargerID_1784,0.0
cat__ChargerID_1783,0.0
cat__ChargerID_1782,0.0
cat__ChargerID_1780,0.0
cat__ChargerID_1773,0.0
cat__ChargerID_1822,0.0
cat__ChargerID_1821,0.0
cat__ChargerID_1820,0.0
cat__ChargerID_1819,0.0
cat__ChargerID_1818,0.0
cat__ChargerID_1817,0.0
cat__ChargerID_18,0.0
cat__ChargerID_1815,0.0
cat__ChargerID_17,0.0
cat__ChargerID_1813,0.0
cat__ChargerID_1812,0.0
cat__ChargerID_1811,0.0
cat__ChargerID_1805,0.0
cat__ChargerID_16,0.0
cat__ChargerID_1803,0.0
cat__ChargerID_1801,0.0
cat__ChargerID_1840,0.0
cat__ChargerID_1839,0.0
cat__ChargerID_1838,0.0
cat__ChargerID_1837,0.0
cat__ChargerID_1836,0.0
cat__ChargerID_1835,0.0
cat__ChargerID_1834,0.0
cat__ChargerID_10,0.0
cat__ChargerID_1831,0.0
cat__ChargerID_1830,0.0
cat__ChargerID_1829,0.0
cat__ChargerID_1828,0.0
cat__ChargerID_1827,0.0
cat__ChargerID_1825,0.0
cat__ChargerID_1824,0.0
cat__ChargerID_1823,0.0
cat__ChargerID_9,0.0
cat__ChargerID_1861,0.0
cat__ChargerID_8,0.0
cat__ChargerID_1859,0.0
cat__ChargerID_1857,0.0
cat__ChargerID_1855,0.0
cat__ChargerID_1854,0.0
cat__ChargerID_1853,0.0
cat__ChargerID_1852,0.0
cat__ChargerID_1851,0.0
cat__ChargerID_1849,0.0
cat__ChargerID_1848,0.0
cat__ChargerID_1847,0.0
cat__ChargerID_1846,0.0
cat__ChargerID_1845,0.0
cat__ChargerID_1844,0.0
cat__ChargerID_1885,0.0
cat__ChargerID_1884,0.0
cat__ChargerID_1883,0.0
cat__ChargerID_1882,0.0
cat__ChargerID_1881,0.0
cat__ChargerID_1880,0.0
cat__ChargerID_1879,0.0
cat__ChargerID_1878,0.0
cat__ChargerID_1877,0.0
cat__ChargerID_25,0.0
cat__ChargerID_1873,0.0
cat__ChargerID_1871,0.0
cat__ChargerID_1868,0.0
cat__ChargerID_1867,0.0
cat__ChargerID_1866,0.0
cat__ChargerID_24,0.0
cat__ChargerID_1913,0.0
cat__ChargerID_1912,0.0
cat__ChargerID_1911,0.0
cat__ChargerID_1906,0.0
cat__ChargerID_1905,0.0
cat__ChargerID_1904,0.0
cat__ChargerID_1903,0.0
cat__ChargerID_1902,0.0
cat__ChargerID_1901,0.0
cat__ChargerID_1898,0.0
cat__ChargerID_1897,0.0
cat__ChargerID_1893,0.0
cat__ChargerID_1892,0.0
cat__ChargerID_1891,0.0
cat__ChargerID_1889,0.0
cat__ChargerID_1886,0.0
cat__ChargerID_1930,0.0
cat__ChargerID_22,0.0
cat__ChargerID_1928,0.0
cat__ChargerID_20,0.0
cat__ChargerID_1925,0.0
cat__ChargerID_1924,0.0
cat__ChargerID_1923,0.0
cat__ChargerID_61,0.0
cat__ChargerID_1921,0.0
cat__ChargerID_1920,0.0
cat__ChargerID_1919,0.0
cat__ChargerID_1918,0.0
cat__ChargerID_1917,0.0
cat__ChargerID_1916,0.0
cat__ChargerID_1915,0.0
cat__ChargerID_1914,0.0
cat__ChargerID_1952,0.0
cat__ChargerID_1951,0.0
cat__ChargerID_1950,0.0
cat__ChargerID_1948,0.0
cat__ChargerID_1947,0.0
cat__ChargerID_1945,0.0
cat__ChargerID_1944,0.0
cat__ChargerID_1939,0.0
cat__ChargerID_1938,0.0
cat__ChargerID_1937,0.0
cat__ChargerID_1936,0.0
cat__ChargerID_1935,0.0
cat__ChargerID_1934,0.0
cat__ChargerID_1933,0.0
cat__ChargerID_1932,0.0
cat__ChargerID_1931,0.0
cat__ChargerID_1975,0.0
cat__ChargerID_1973,0.0
cat__ChargerID_1972,0.0
cat__ChargerID_1971,0.0
cat__ChargerID_1970,0.0
cat__ChargerID_1969,0.0
cat__ChargerID_1968,0.0
cat__ChargerID_1967,0.0
cat__ChargerID_1966,0.0
cat__ChargerID_1964,0.0
cat__ChargerID_1963,0.0
cat__ChargerID_1962,0.0
cat__ChargerID_1958,0.0
cat__ChargerID_1955,0.0
cat__ChargerID_1954,0.0
cat__ChargerID_1953,0.0
cat__ChargerID_2006,0.0
cat__ChargerID_2003,0.0
cat__ChargerID_2002,0.0
cat__ChargerID_2000,0.0
cat__ChargerID_1999,0.0
cat__ChargerID_1998,0.0
cat__ChargerID_1997,0.0
cat__ChargerID_1995,0.0
cat__ChargerID_1992,0.0
cat__ChargerID_60,0.0
cat__ChargerID_1983,0.0
cat__ChargerID_1982,0.0
cat__ChargerID_1981,0.0
cat__ChargerID_1980,0.0
cat__ChargerID_1979,0.0
cat__ChargerID_1978,0.0
cat__ChargerID_2022,0.0
cat__ChargerID_2021,0.0
cat__ChargerID_2020,0.0
cat__ChargerID_2019,0.0
cat__ChargerID_2018,0.0
cat__ChargerID_2017,0.0
cat__ChargerID_2016,0.0
cat__ChargerID_2015,0.0
cat__ChargerID_2014,0.0
cat__ChargerID_2013,0.0
cat__ChargerID_2012,0.0
cat__ChargerID_2011,0.0
cat__ChargerID_2010,0.0
cat__ChargerID_2009,0.0
cat__ChargerID_2008,0.0
cat__ChargerID_2007,0.0
cat__ChargerID_2040,0.0
cat__ChargerID_2039,0.0
cat__ChargerID_2038,0.0
cat__ChargerID_2037,0.0
cat__ChargerID_2036,0.0
cat__ChargerID_2035,0.0
cat__ChargerID_2034,0.0
cat__ChargerID_2033,0.0
cat__ChargerID_2032,0.0
cat__ChargerID_2031,0.0
cat__ChargerID_2030,0.0
cat__ChargerID_2029,0.0
cat__ChargerID_2027,0.0
cat__ChargerID_2025,0.0
cat__ChargerID_2024,0.0
cat__ChargerID_2023,0.0
cat__ChargerID_2061,0.0
cat__ChargerID_2060,0.0
cat__ChargerID_2059,0.0
cat__ChargerID_2056,0.0
cat__ChargerID_2055,0.0
cat__ChargerID_2053,0.0
cat__ChargerID_2052,0.0
cat__ChargerID_2051,0.0
cat__ChargerID_2050,0.0
cat__ChargerID_2049,0.0
cat__ChargerID_2048,0.0
cat__ChargerID_2046,0.0
cat__ChargerID_2045,0.0
cat__ChargerID_2044,0.0
cat__ChargerID_2043,0.0
cat__ChargerID_2042,0.0
cat__ChargerID_2084,0.0
cat__ChargerID_2083,0.0
cat__ChargerID_2079,0.0
cat__ChargerID_2078,0.0
cat__ChargerID_2077,0.0
cat__ChargerID_2076,0.0
cat__ChargerID_2075,0.0
cat__ChargerID_2073,0.0
cat__ChargerID_2072,0.0
cat__ChargerID_2071,0.0
cat__ChargerID_59,0.0
cat__ChargerID_2067,0.0
cat__ChargerID_2066,0.0
cat__ChargerID_2064,0.0
cat__ChargerID_2063,0.0
cat__ChargerID_2062,0.0
cat__ChargerID_2117,0.0
cat__ChargerID_2116,0.0
cat__ChargerID_2115,0.0
cat__ChargerID_2114,0.0
cat__ChargerID_2113,0.0
cat__ChargerID_2110,0.0
cat__ChargerID_2109,0.0
cat__ChargerID_2106,0.0
cat__ChargerID_2101,0.0
cat__ChargerID_2100,0.0
cat__ChargerID_2099,0.0
cat__ChargerID_2096,0.0
cat__ChargerID_2095,0.0
cat__ChargerID_2087,0.0
cat__ChargerID_2086,0.0
cat__ChargerID_2085,0.0
cat__ChargerID_2146,0.0
cat__ChargerID_2145,0.0
cat__ChargerID_2144,0.0
cat__ChargerID_2143,0.0
cat__ChargerID_2142,0.0
cat__ChargerID_54,0.0
cat__ChargerID_2140,0.0
cat__ChargerID_2139,0.0
cat__ChargerID_2137,0.0
cat__ChargerID_2136,0.0
cat__ChargerID_2135,0.0
cat__ChargerID_2132,0.0
cat__ChargerID_2129,0.0
cat__ChargerID_2126,0.0
cat__ChargerID_2121,0.0
cat__ChargerID_2120,0.0
cat__ChargerID_2169,0.0
cat__ChargerID_2167,0.0
cat__ChargerID_2165,0.0
cat__ChargerID_2164,0.0
cat__ChargerID_2162,0.0
cat__ChargerID_2160,0.0
cat__ChargerID_2159,0.0
cat__ChargerID_2158,0.0
cat__ChargerID_2157,0.0
cat__ChargerID_2156,0.0
cat__ChargerID_2155,0.0
cat__ChargerID_2152,0.0
cat__ChargerID_2150,0.0
cat__ChargerID_2149,0.0
cat__ChargerID_2148,0.0
cat__ChargerID_2147,0.0
cat__ChargerID_2210,0.0
cat__ChargerID_2209,0.0
cat__ChargerID_2208,0.0
cat__ChargerID_2207,0.0
cat__ChargerID_2206,0.0
cat__ChargerID_2205,0.0
cat__ChargerID_2202,0.0
cat__ChargerID_2201,0.0
cat__ChargerID_2200,0.0
cat__ChargerID_2193,0.0
cat__ChargerID_2192,0.0
cat__ChargerID_2191,0.0
cat__ChargerID_2186,0.0
cat__ChargerID_2183,0.0
cat__ChargerID_2181,0.0
cat__ChargerID_2173,0.0
cat__ChargerID_2272,0.0
cat__ChargerID_2268,0.0
cat__ChargerID_2264,0.0
